symbol,effective_from,effective_to,instrument_type,classification_source,classification_confidence,classification_rule,observed_sector,pit_eligible_row_count,c5_loss_contribution,extreme_target_count,review_priority,review_reason
HUBCSC2,2020-01-28,2023-07-10,debt_security,observed_sector_rule,low,sector_exact:36,36,0,0.0,0,2,classification_rule_conflict
HUBCSC4,2021-03-04,2023-11-17,debt_security,observed_sector_rule,low,sector_exact:36,36,0,0.0,0,2,classification_rule_conflict
HUBPHLSC,2022-03-31,2024-10-21,debt_security,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:debt_security,36,0,0.0,0,2,classification_rule_conflict
HUMNL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0828,1518,0.006432875114120782,58,2,classification_rule_conflict|extreme_c4_target
HUSI,2021-08-05,2023-12-08,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,0,0.0,24,2,classification_rule_conflict|extreme_c4_target|multiple_classification_intervals
HWQS,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,176,0.0033769104396473106,45,2,classification_rule_conflict|extreme_c4_target
IBFL,2020-01-03,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0827,0,0.0,0,2,classification_rule_conflict
IBLHL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0823,1095,0.006837624467316016,3,2,classification_rule_conflict|extreme_c4_target
ICCI,2024-06-03,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0831,0,0.0,9,2,classification_rule_conflict|extreme_c4_target
ICIBL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,421,0.0020546572379274795,88,2,classification_rule_conflict|extreme_c4_target
ICL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,970,0.003138994143811356,0,2,classification_rule_conflict
IDRT,2020-01-08,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,29,0.0,7,2,classification_rule_conflict|extreme_c4_target
IDYM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,580,0.0016474613039012891,2,2,classification_rule_conflict|extreme_c4_target
IGIHL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0812,1179,0.0069807021356299275,1,2,classification_rule_conflict|extreme_c4_target
IGIL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0812,7,0.0,2,2,classification_rule_conflict|extreme_c4_target
ILP,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,1576,0.0034464418586361246,0,2,classification_rule_conflict
IMAGE,2021-04-06,2026-05-08,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0827,1261,0.007620355423162723,1,2,classification_rule_conflict|extreme_c4_target|multiple_classification_intervals
IMAGER1,2021-08-16,2021-09-07,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0827,0,0.0,0,2,classification_rule_conflict
IMAGER2,2024-03-25,2024-04-16,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0827,0,0.0,0,2,classification_rule_conflict
IML,2020-11-18,2021-02-12,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,96,0.00010273490355319527,3,2,classification_rule_conflict|extreme_c4_target|multiple_classification_intervals
IMS,2024-11-25,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,365,0.009946530513649764,13,2,classification_rule_conflict|extreme_c4_target
INDU,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0801,1575,0.0018143001217710724,0,2,classification_rule_conflict
INIL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0808,1576,0.004772239135180535,0,2,classification_rule_conflict
INKL,2020-01-02,2026-05-07,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,82,0.0031611403971248076,10,2,classification_rule_conflict|extreme_c4_target|multiple_classification_intervals
IPAK,2024-06-03,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0822,476,0.0007037576062208392,0,2,classification_rule_conflict
IREIT,2025-10-06,2026-07-10,REIT,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:REIT,0836,151,2.1749220662668853e-05,0,2,classification_rule_conflict
ISIL,2020-02-07,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0810,0,0.0,0,2,classification_rule_conflict
ISL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0808,1576,0.005107477009848626,0,2,classification_rule_conflict
ITANZ,2026-02-09,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0828,59,0.0,0,2,classification_rule_conflict
ITTEFAQ,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0808,1125,0.0034869136095956985,0,2,classification_rule_conflict
JATM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,168,0.002121623580619274,11,2,classification_rule_conflict|extreme_c4_target
JDMT,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,275,0.003156089368902776,3,2,classification_rule_conflict|extreme_c4_target
JDWS,2020-01-08,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,0,0.0,0,2,classification_rule_conflict
JGICL,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0812,473,0.001950442305755832,0,2,classification_rule_conflict
JKSM,2020-01-13,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,0,0.0,16,2,classification_rule_conflict|extreme_c4_target
JLICL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0812,561,0.0010069956333974266,1,2,classification_rule_conflict|extreme_c4_target
JSBL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0807,983,0.006515787608391662,1,2,classification_rule_conflict|extreme_c4_target
JSBLR1,2023-07-10,2023-07-27,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0807,0,0.0,11,2,classification_rule_conflict|extreme_c4_target|short_interval_or_maturity_like_ticker
JSBLTFC1,2020-03-02,2023-01-19,debt_security,observed_sector_rule,low,sector_exact:36,36,0,0.0,0,2,classification_rule_conflict
JSBLTFC2,2020-01-03,2026-04-09,debt_security,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:debt_security,36,0,0.0,0,2,classification_rule_conflict
JSBLTFC3,2023-08-28,2023-11-24,debt_security,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:debt_security,36,0,0.0,0,2,classification_rule_conflict
JSBLTFC4,2024-01-31,2025-08-15,debt_security,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:debt_security,36,0,0.0,0,2,classification_rule_conflict
JSCL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,1562,0.005220136733311281,2,2,classification_rule_conflict|extreme_c4_target
JSCLR1,2021-06-07,2021-06-29,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0813,0,0.0,10,2,classification_rule_conflict|extreme_c4_target
JSGBETF,2023-09-11,2026-07-10,ETF,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ETF,0837,173,0.00016527081404030524,0,2,classification_rule_conflict
JSGCL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,0,0.0,21,2,classification_rule_conflict|extreme_c4_target
JSIL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,0,0.0,0,2,classification_rule_conflict
JSMFETF,2022-01-07,2026-07-10,ETF,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ETF,0837,479,0.001661692171057025,0,2,classification_rule_conflict
JSML,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,329,0.0026926175880752005,2,2,classification_rule_conflict|extreme_c4_target
JSRR,2026-05-18,2026-07-10,REIT,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:REIT,0836,0,0.0,0,2,classification_rule_conflict
JSTFC11,2020-01-07,2022-06-15,debt_security,observed_sector_rule,low,sector_exact:36,36,0,0.0,0,2,classification_rule_conflict
JUBS,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,42,0.0,61,2,classification_rule_conflict|extreme_c4_target
JVDC,2020-01-01,2022-08-01,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0804,567,0.0030517977306541827,0,2,classification_rule_conflict|multiple_classification_intervals
JVDCPS,2024-05-29,2025-01-06,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0804,0,0.0,0,2,classification_rule_conflict|multiple_classification_intervals
KAPCO,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0824,1576,0.0032335071664568614,0,2,classification_rule_conflict
KCL,2020-01-03,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0811,0,0.0,29,2,classification_rule_conflict|extreme_c4_target
KEL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0824,1576,0.010232851984424605,1,2,classification_rule_conflict|extreme_c4_target
KELSC4,2020-01-07,2020-11-26,debt_security,observed_sector_rule,low,sector_exact:36,36,0,0.0,0,2,classification_rule_conflict
KELSC5,2020-08-26,2026-06-01,sukuk,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:sukuk,36,0,0.0,0,2,classification_rule_conflict
KELSC6,2023-06-12,2026-06-11,debt_security,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:debt_security,36,0,0.0,0,2,classification_rule_conflict
KFGB1,2024-08-16,2025-11-18,debt_security,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:debt_security,36,0,0.0,0,2,classification_rule_conflict
KFTFC1,2021-11-02,2021-11-16,debt_security,observed_sector_rule,low,sector_exact:36,36,0,0.0,0,2,classification_rule_conflict|short_interval_or_maturity_like_ticker
KHTC,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0832,705,0.003102780102438873,5,2,classification_rule_conflict|extreme_c4_target
KHYT,2020-07-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,0,0.0,56,2,classification_rule_conflict|extreme_c4_target
KML,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,218,0.002503402840080591,7,2,classification_rule_conflict|extreme_c4_target
KOHC,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0804,1576,0.0045891263934284415,0,2,classification_rule_conflict
KOHE,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0824,978,0.0038256736471823064,0,2,classification_rule_conflict
KOHP,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0824,202,0.009886603719279758,61,2,classification_rule_conflict|extreme_c4_target
KOHTM,2020-01-09,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,227,0.0007399231704309507,36,2,classification_rule_conflict|extreme_c4_target
KPUS,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,29,0.0,19,2,classification_rule_conflict|extreme_c4_target
KSBP,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0808,702,0.003735916162719504,6,2,classification_rule_conflict|extreme_c4_target
KSBPR,2024-07-18,2024-08-08,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0808,0,0.0,2,2,classification_rule_conflict|extreme_c4_target
KSTM,2024-06-03,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,0,0.0,16,2,classification_rule_conflict|extreme_c4_target
KTML,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,1281,0.005883198308512154,0,2,classification_rule_conflict
LCI,2023-01-13,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,765,0.002025518392352087,0,2,classification_rule_conflict
LEUL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0816,44,0.0004969798226143688,10,2,classification_rule_conflict|extreme_c4_target
LIVEN,2024-12-18,2024-12-20,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,326,0.0022355527115845444,11,2,classification_rule_conflict|extreme_c4_target|multiple_classification_intervals
LIVENR,2025-12-01,2025-12-15,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0823,0,0.0,0,2,classification_rule_conflict|short_interval_or_maturity_like_ticker
LOADS,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0802,1576,0.006167588209802761,0,2,classification_rule_conflict
LOADSR,2021-01-26,2021-02-17,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0802,0,0.0,0,2,classification_rule_conflict
LOADSR1,2026-02-18,2026-03-04,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0802,0,0.0,0,2,classification_rule_conflict|short_interval_or_maturity_like_ticker
LOTCHEM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,1576,0.003048670434317892,0,2,classification_rule_conflict
LPGL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,308,0.012361842910597715,89,2,classification_rule_conflict|extreme_c4_target
LPL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0824,1403,0.006837867355789921,0,2,classification_rule_conflict
LSECL,2024-05-24,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,315,0.00243226345563999,0,2,classification_rule_conflict
LSECLR,2026-02-12,2026-02-26,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0813,0,0.0,0,2,classification_rule_conflict|short_interval_or_maturity_like_ticker
LSEFSL,2024-05-31,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,0,0.0,36,2,classification_rule_conflict|extreme_c4_target
LSEVL,2023-06-27,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,216,0.0014002182552246224,1,2,classification_rule_conflict|extreme_c4_target
LSEVLR,2025-12-22,2026-01-02,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0813,0,0.0,2,2,classification_rule_conflict|extreme_c4_target|short_interval_or_maturity_like_ticker
LUCK,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0804,1571,0.0030867521633455466,0,2,classification_rule_conflict
MACFL,2020-01-01,2024-08-02,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0818,791,0.010187916361689704,38,2,classification_rule_conflict|extreme_c4_target|multiple_classification_intervals
MACTER,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0823,386,0.004046588542913876,23,2,classification_rule_conflict|extreme_c4_target
MACTERR,2021-08-10,2021-08-26,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0823,0,0.0,5,2,classification_rule_conflict|extreme_c4_target|short_interval_or_maturity_like_ticker
MARI,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0820,1576,0.006333393038889525,3,2,classification_rule_conflict|extreme_c4_target
MCB,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0807,1576,0.002652846427353814,0,2,classification_rule_conflict
MCBIM,2023-09-04,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,22,0.00011147824158400414,0,2,classification_rule_conflict
MDTL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0828,578,0.009311452183758215,34,2,classification_rule_conflict|extreme_c4_target
MEBL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0807,1576,0.0031966159326335744,0,2,classification_rule_conflict
MEHT,2020-01-09,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,0,0.0,1,2,classification_rule_conflict|extreme_c4_target
MERIT,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0822,925,0.0017414445379494924,0,2,classification_rule_conflict
MERITR2,2021-10-27,2021-11-18,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0822,0,0.0,9,2,classification_rule_conflict|extreme_c4_target
MFFL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0810,1067,0.010377559472236677,14,2,classification_rule_conflict|extreme_c4_target
MFFLR,2020-12-07,2020-12-29,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0810,0,0.0,0,2,classification_rule_conflict
MFFLR1,2026-03-19,2026-04-02,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0810,0,0.0,0,2,classification_rule_conflict|short_interval_or_maturity_like_ticker
MFL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0810,1232,0.0069955223493832885,0,2,classification_rule_conflict
MIIETF,2024-03-11,2026-07-10,ETF,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ETF,0837,396,0.0006210185674140096,0,2,classification_rule_conflict
MIRKS,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,354,0.0009534750174666674,0,2,classification_rule_conflict
MIRKSR,2024-04-08,2024-04-29,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0826,0,0.0,0,2,classification_rule_conflict
MLCF,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0804,1576,0.003506164801527118,0,2,classification_rule_conflict
MODAMR,2021-11-04,2021-11-26,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0819,0,0.0,12,2,classification_rule_conflict|extreme_c4_target
MODAMR1,2023-06-06,2023-06-23,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0819,0,0.0,10,2,classification_rule_conflict|extreme_c4_target|short_interval_or_maturity_like_ticker
MQTM,2020-01-06,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,0,0.0,2,2,classification_rule_conflict|extreme_c4_target
MRNS,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,283,0.0011022894280977244,0,2,classification_rule_conflict
MSCL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0808,144,0.0007144472426697556,3,2,classification_rule_conflict|extreme_c4_target
MSOT,2020-01-01,2026-07-03,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,92,0.0,0,2,classification_rule_conflict|multiple_classification_intervals
MTL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0801,1576,0.0022597913909401116,0,2,classification_rule_conflict
MUGHAL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0808,1576,0.004478259932776473,0,2,classification_rule_conflict
MUGHALC,2025-06-17,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0808,0,0.0,0,2,classification_rule_conflict
MUGHALR1,2021-03-25,2021-04-16,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0808,0,0.0,0,2,classification_rule_conflict
MUGHALR2,2025-03-24,2025-04-04,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0808,0,0.0,0,2,classification_rule_conflict|short_interval_or_maturity_like_ticker
MUGHALSC,2022-03-11,2025-06-18,sukuk,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:sukuk,36,0,0.0,0,2,classification_rule_conflict
MUREB,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0810,652,0.0020827757832613107,0,2,classification_rule_conflict
MWMP,2024-06-03,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0818,205,0.0048731182285989575,70,2,classification_rule_conflict|extreme_c4_target
MZNPETF,2021-07-26,2021-10-22,ETF,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ETF,0837,458,0.0008438492080527131,0,2,classification_rule_conflict|multiple_classification_intervals
NAGC,2020-01-07,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,0,0.0,0,2,classification_rule_conflict
NATF,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0810,1520,0.0032603106601362623,0,2,classification_rule_conflict
NATM,2024-07-18,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,0,0.0,0,2,classification_rule_conflict
NBP,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0807,1576,0.007130090917411563,0,2,classification_rule_conflict
NBPGETF,2021-07-30,2026-07-10,ETF,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ETF,0837,17,0.0,0,2,classification_rule_conflict
NCL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,1576,0.003674691724602001,0,2,classification_rule_conflict
NCML,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,8,0.0,24,2,classification_rule_conflict|extreme_c4_target
NCPL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0824,1483,0.008340610089306033,14,2,classification_rule_conflict|extreme_c4_target
NESTLE,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0810,525,0.0009045449938004332,0,2,classification_rule_conflict
NETSOL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0828,1576,0.004780131223662857,27,2,classification_rule_conflict|extreme_c4_target
NEXT,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,54,0.0,16,2,classification_rule_conflict|extreme_c4_target
NICL,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,725,0.001893360554108721,1,2,classification_rule_conflict|extreme_c4_target
NITGETF,2021-07-27,2026-07-10,ETF,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ETF,0837,0,0.0,0,2,classification_rule_conflict
NML,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,1576,0.005122035821704726,1,2,classification_rule_conflict|extreme_c4_target
NONS,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,0,0.0,1,2,classification_rule_conflict|extreme_c4_target
NPL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0824,1374,0.007346017019877086,3,2,classification_rule_conflict|extreme_c4_target
NRL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0825,1576,0.007871497070983871,12,2,classification_rule_conflict|extreme_c4_target
NRSL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,1365,0.005502976620348832,8,2,classification_rule_conflict|extreme_c4_target
NSRM,2020-01-03,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0827,0,0.0,34,2,classification_rule_conflict|extreme_c4_target
