symbol,effective_from,effective_to,instrument_type,classification_source,classification_confidence,classification_rule,observed_sector,pit_eligible_row_count,c5_loss_contribution,extreme_target_count,review_priority,review_reason
YOUW,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0831,1189,0.01029152957831805,19,2,classification_rule_conflict|extreme_c4_target
ZAHID,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,109,0.0020817243841553816,45,2,classification_rule_conflict|extreme_c4_target
ZAL,2025-02-28,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0828,298,0.0043592077268583005,2,2,classification_rule_conflict|extreme_c4_target
ZIL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0810,3,8.53706864888815e-06,2,2,classification_rule_conflict|extreme_c4_target
ZTL,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0831,23,0.0,1,2,classification_rule_conflict|extreme_c4_target
ZUMA,2025-10-24,2026-02-12,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,137,0.00048458719459856423,0,2,classification_rule_conflict|multiple_classification_intervals
ADOS,2020-01-01,2023-01-02,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0808,0,0.0,3,4,extreme_c4_target
AEL,2020-01-03,2022-06-24,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0824,0,0.0,15,4,extreme_c4_target|multiple_classification_intervals|unusual_prefix_inferred_equity
AKDCL,2020-01-03,2021-07-08,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0818,88,0.0,31,4,extreme_c4_target
BILF,2020-01-01,2025-10-23,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0830,240,0.0077302857628014105,108,4,extreme_c4_target
BIPLS,2020-01-02,2022-08-01,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0813,0,0.0,3,4,extreme_c4_target
BPBL,2020-01-01,2020-08-26,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0822,0,0.0,9,4,extreme_c4_target
CASH,2021-06-30,2021-07-02,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0815,0,0.0,1,4,extreme_c4_target|multiple_classification_intervals|unusual_prefix_inferred_equity
CLOUD,2024-07-29,2024-10-10,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0830,13,0.00027524849940262344,12,4,extreme_c4_target
DATM,2023-01-25,2023-05-12,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0830,0,0.0,8,4,extreme_c4_target
DKL,2020-01-01,2022-01-11,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0808,0,0.0,20,4,extreme_c4_target
DSML,2020-01-14,2024-12-27,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0830,0,0.0,7,4,extreme_c4_target
EFGH,2020-01-02,2024-11-22,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0813,98,3.797937040857333e-05,10,4,extreme_c4_target
FDIBL,2020-01-01,2024-03-22,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0813,97,0.0,4,4,extreme_c4_target
GEMBLUEX,2024-01-25,2025-12-26,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0833,0,0.0,26,4,extreme_c4_target|unusual_prefix_inferred_equity
GEMSPNL,2022-04-28,2026-03-19,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0828,184,0.0022965716155803674,4,4,extreme_c4_target
GLPL,2020-01-02,2026-05-18,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0810,113,0.0009951216772555768,36,4,extreme_c4_target
GTECH,2021-11-22,2021-12-17,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0831,198,0.0,1,4,extreme_c4_target|multiple_classification_intervals|unusual_prefix_inferred_equity
HCL,2020-06-22,2025-01-15,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0828,0,0.0,17,4,extreme_c4_target
IDSM,2020-01-15,2026-07-10,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0830,0,0.0,6,4,extreme_c4_target
JOPP,2020-01-02,2024-04-16,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0803,0,0.0,5,4,extreme_c4_target
KASBM,2020-01-01,2023-05-05,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0819,0,0.0,12,4,extreme_c4_target
KHSM,2020-01-01,2022-05-25,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0830,0,0.0,11,4,extreme_c4_target
LMSM,2020-01-01,2024-12-17,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0830,0,0.0,45,4,extreme_c4_target
META,2022-09-13,2024-07-18,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0818,87,0.0005023941139464113,13,4,extreme_c4_target
MODAM,2020-01-02,2024-04-19,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0819,123,0.0,30,4,extreme_c4_target
MTIL,2020-01-01,2021-09-03,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0829,7,0.0,8,4,extreme_c4_target
PAKMI,2020-01-02,2023-05-05,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0819,0,0.0,23,4,extreme_c4_target
PIAA,2020-01-01,2024-05-24,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0833,999,0.011074610440181756,20,4,extreme_c4_target
PMI,2020-01-01,2025-07-25,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0819,43,0.0005590075212655744,25,4,extreme_c4_target
PMPK,2020-01-02,2025-10-03,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0832,0,0.0,17,4,extreme_c4_target
RAVT,2020-01-01,2021-08-03,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0830,57,0.0,7,4,extreme_c4_target
SAPL,2020-01-02,2023-10-27,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0823,0,0.0,1,4,extreme_c4_target
SCL,2020-01-09,2026-07-10,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0810,0,0.0,1,4,extreme_c4_target
SERF,2020-01-01,2021-11-19,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0831,271,0.0,64,4,extreme_c4_target
SMBL,2020-01-01,2023-11-24,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0807,226,0.0,24,4,extreme_c4_target
SMTM,2020-01-01,2022-08-02,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0831,0,0.0,33,4,extreme_c4_target
SPLC,2020-01-01,2022-03-22,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0815,0,0.0,46,4,extreme_c4_target
WYETH,2020-01-01,2022-04-01,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0823,89,0.0,20,4,extreme_c4_target
CYAN,2020-01-01,2021-10-22,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0812,416,0.001745757189756093,0,5,multiple_classification_intervals|unusual_prefix_inferred_equity
WHALE,2022-08-03,2022-09-23,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0831,127,0.0013585379803273284,0,5,multiple_classification_intervals|unusual_prefix_inferred_equity
P05PIB151025,2021-10-25,2021-10-25,government_security,ticker_heuristic_historical_fallback,low,ticker_regex:government_security,,0,0.0,0,7,short_interval_or_maturity_like_ticker
